0.08910948	-0.13821827	-0.03934186	-0.0041973745	0.09956558	0.14991538	-0.016001765	0.06672818	0.082129896	-0.16508985	-0.07852939	0.051198892	-0.05884161	0.0668042	0.00886774	-0.049751654
0.1042521	-0.13655728	-0.103956915	-0.031554483	-0.0303405	0.15508105	0.036891576	0.15584308	0.06787432	-0.08648041	0.024372682	-0.051527075	0.024625111	-0.03898933	0.06361007	-0.09654227
-0.12617914	-0.0029751693	-0.15073943	-0.11475338	-0.13496009	-0.087971695	0.18880181	0.20871666	-0.13894653	0.09984015	0.111247726	-0.20668225	0.10331011	-0.14845845	0.17816816	-0.12980895
0.13130653	-0.20045394	-0.14062677	-0.07129068	0.042903356	0.1718462	0.04971831	0.175218	0.06619068	-0.101989836	0.026797084	-0.07142203	0.03465873	0.0011944312	0.15031943	-0.15972832
0.006758004	-0.09025664	-0.12563568	-0.060882397	-0.03913429	0.1324485	0.07955981	0.15560856	0.008484546	-0.05321444	0.051552072	-0.088320665	0.03544357	-0.029053858	0.15939344	-0.074951604
0.14404146	-0.1855025	-0.029609315	-0.044241823	-0.0009918783	0.22556196	0.012264554	0.08977297	0.13489728	-0.19659345	-0.087765984	0.02936213	-0.056267656	-0.0019376134	0.027542828	-0.066052526
-0.03296567	-0.0555015	-0.16190502	-0.06722782	-0.068273194	0.04341641	0.14180349	0.10691691	-0.048383906	0.031983934	0.083356135	-0.057316918	0.08378904	-0.12831949	0.09708184	-0.1573432
0.029123403	-0.022790145	-0.14304729	-0.06049477	-0.048452426	0.07019909	0.05232399	0.14992099	-0.06508165	-0.03137532	0.09318841	-0.09944999	0.022887949	-0.083143994	0.10484739	-0.071459
-0.0058369427	-0.026551647	-0.17676066	-0.19356042	-0.116877034	0.032937564	0.18914999	0.18631145	-0.058440804	0.054203473	0.12786986	-0.16921481	0.15467864	-0.1739147	0.22265176	-0.22634183
0.07310047	-0.17046066	-0.15573296	-0.12557381	-0.09492578	0.14554942	0.09745528	0.14155331	0.027702268	-0.12889445	0.075347655	-0.12518655	0.08966004	-0.07983046	0.1533989	-0.13552433
